Atualizado em: 2026-04-06
"ICAO";"Estrangeira";"Razao";"Servico";"Endereco";"Cidade";"UF";"CEP";"Telefone";"Email";"Instrumento";"Data";"Ativa"
"";"";"ET DO BRASIL LTDA";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"AVENIDA YOJIRO TAKAOKA, Nº 4.384, SALA 701 – ALPHAVILLE";"SANTANA DE PARNAÍBA";"SP";"06.541-038";"(15) 98179-5211";"elizabeth.tcompany@gmail.com";"Portaria nº 17250";"6/18/2025 12:00:00 AM";"ATIVA"
"";"";"AERO AGRÍCOLA MANDOTTI LTDA";"AEROAGRÍCOLA";"SÍTIO ESTÂNCIA NOVA CANAÃ ASSENI LLGO LUIZ PERUZZO, 0 - LOTE 05";"SANTA MÔNICA";"PR";"87.915-000";"(44) 99145-5838";"isabelasimasmandotti@gmail.com";"Portaria nº 17471";"7/17/2025 12:00:00 AM";"ATIVA"
"";"..";"AGSAFRA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"  RODOVIA GO 070, KM 03, S/N, LTS 85/86, FAZENDA CAVEIRAS – AERODRÓMO";"GOIÂNIA";"GO";"74.470-440";"(99) 9124-5000/ (99) 2101-8400";"aloisio@grupoheringer.com.br     ";"PORTARIA Nº 9.189, DE 15 DE SETEMBRO DE 2022";"9/21/2022 12:00:00 AM";"ATIVA"
"";"..";"DETONI AEROAGRÍCOLA LTDA (EX. ARARA AZUL AVIAÇÃO AGRÍCOLA LTDA)";"AEROAGRÍCOLA";"RUA  DONA LEONOR BORGES DE CARVALHO 154";"UBERABA";"MG";"38.030-440";"(34) 9910-6761";"adnascimento3@hotmail.com";"PORTARIA Nº 7.290, DE 16 DE FEVEREIRO DE 2022";"2/16/2022 12:00:00 AM";"ATIVA"
"";"..";"SOTAN - SOCIEDADE DE TÁXI AÉREO DO NORDESTE LTDA.";"TÁXI-AÉREO";"RODOVIA BR 104, S/Nº, HANGAR 01, AEROPORTO ZUMBI DOS PALMARES, ZONA RURAL";"RIO LARGO";"AL";"57.100-000";"(82) 33222772 / (82) 32142280";"sotan@sotan.com.br; jcarlos.lyra@usinacaete.com; fernanda.magalhaes@usinacaete.com";"PORTARIA Nº 8187, DE 30 DE MAIO DE 2022";"5/30/2022 12:00:00 AM";"ATIVA"
"";"..";"AVIAÇÃO AGRÍCOLA ANTÔNIO & CARMÉLIA LTDA.";"AEROAGRÍCOLA";"AV. DA SAUDADE, N° 252 - BAIRRO ESPLANADA";"JANAÚBA";"MG";"39.440-000";"(38) 3821-1925 / (38) 99113-0668";"aviacaoagricolaac@bol.com.br ";"PORTARIA Nº 8462, DE 01 DE JULHO DE 2022";"7/1/2022 12:00:00 AM";"ATIVA"
"";"..";"DMA AVIAÇÃO AGRÍCOLA LTDA (TERRA NOVA AERO AGRÍCOLA)";"AEROAGRÍCOLA";"AVENIDA IPIRANGA, Nº 1085, SALA F, SANTANA, ";"TRÊS PONTAS";"MG";"37.190-000";"(21) 3411-3836";"DALCIOMESQUITA@HOTMAIL.COM";"PORTARIA Nº 9.805, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"";"B. C. SOUZA ALMEIDA LTDA";"TÁXI-AÉREO";"RUA FRANCISCO BONIFÁCIO DA COSTA, NÚMERO 300, BAIRRO CENTRO";"MARECHAL THAUMATURGO";"AC";"69.983-000";"(68) 99209-6911 / 99226-3730";"marechalthamaturgo.aeotaxi@hotmail.com";"Portaria nº 18031";"10/9/2025 12:00:00 AM";"ATIVA"
"";"..";"TUPARAÍ AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"R SANY SILVA, 1536. CENTRO";"ITAQUI";"RS";"97.650-000";"(55) 99678244";"erongso@gmail.com; contato@ejraero.com.br";"PORTARIA Nº 9.564, DE 20 DE OUTUBRO DE 2022";"10/26/2022 12:00:00 AM";"ATIVA"
"";"";"F M SERVIÇO AÉREO ESPECIALIZADO LTDA";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROREPORTAGEM, VOOS PANORÂMICOS";"ESTRADA GUAXINDIBA, 2161 - BOM RETIRO";"SÃO GONÇALO";"RJ";"24.722-030";"(19) 99203-2165 / (21) 99378-6193";"fermacairservice@gmail.com";"Portaria nº 18033";"10/9/2025 12:00:00 AM";"ATIVA"
"";"";"EFICAZ PULVERIZAÇÕES AGRÍCOLAS LTDA";"AEROAGRÍCOLA";"AVENIDA GOVERNADOR JAIME VERÍSSIMO DE CAMPOS, N° 155, BAIRRO SETOR C";"ALTA FLORESTA";"MT";"78.580-000";"(66) 99230-1446";"eficaz.pulverizacoesagricolas@gmail.com";"Portaria nº 18039";"10/9/2025 12:00:00 AM";"ATIVA"
"";"";"RZ AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"FAZENDA BURITI ALEGRE - PV RAMAL DA SERRARIA, Nº 10, POVOADO SANTA INACIA";"SANTA LUZIA";"MA";"65.390-000";"(44) 99936-3577";"marnonrebelo@gmail.com";"Portaria nº 18032";"10/9/2025 12:00:00 AM";"ATIVA"
"";"";"LUCIANO KOMMERS WENDER";"AEROAGRÍCOLA";"RUA BARÃO DO AMAZONAS, NÚMERO 559, BAIRRO CENTRO, LOJA 01";"ALEGRETE";"RS";"97.542-100";"(55) 99702-2173";"luciano.kw@me.com";"Portaria nº 18035";"10/9/2025 12:00:00 AM";"ATIVA"
"";"";"BITTENCOURT AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"VILA CARAJAZINHO, S/ Nº - INTERIOR";"EUGÊNIO DE CASTRO";"RS";"98.860-000";"(51) 99148-3366";"contato@ejraero.com.br";"Portaria nº 18037";"10/9/2025 12:00:00 AM";"ATIVA"
"PLS";"PL";"PLACAR LINHAS AÉREAS S.A.";"TRANSPORTE AÉREO NÃO REGULAR";"AVENIDA BRASIL, 1.030, JARDIM AMÉRICA";"SÃO PAULO";"SP";"01.430-000";"(15) 3031-2233";"placar@voeplacar.com";"Portaria nº 17665";"8/12/2025 12:00:00 AM";"ATIVA"
"";"";"VOOS RIO PANORÂMICO E SERVIÇOS AERONÁUTICOS LTDA";"VOOS PANORÂMICOS";"AV. ANDRÉ GRABOIS, 35 - LOT 2 - LTM 22898 - QD 69";"RIO DE JANEIRO";"RJ";"22.790-869";"(21) 99182-2332";"alfredogonzalez140246@gmail.com";"Portaria nº 18143";"10/30/2025 12:00:00 AM";"ATIVA"
"";"";"AERO AGRÍCOLA SÃO JOSÉ LTDA";"AEROAGRÍCOLA";"RUA SÃO PEDRO, Nº 1530, VILLAGE I";"SORRISO";"MT";"78.891-044";"(66)99605-7109";"marceloxt54jsh@gmail.com";"Portaria nº 18187";"11/4/2025 12:00:00 AM";"ATIVA"
"";"";"AVIAÇÃO ASA DURA LTDA";"AEROAGRÍCOLA";"RODOVIA BR 010, Nº 15, QUADRA 14;LOTE 15 - RESIDENCIAL PARK JARDINS";"AÇAILÂNDIA";"MA";"65.930-000";"(21) 96738-8232";"aviacaoasadura@gmail.com";"Portaria nº 18185";"11/4/2025 12:00:00 AM";"ATIVA"
"";"";"HORSE POWER AIR LTDA";"TÁXI-AÉREO";"TRAVESSA QUATORZE DE ABRIL, 1549 -  SALA 1A - SÃO BRÁS";"BELÉM";"PA";"00.000-000";"(91) 98206-6197";"contato@hpair.com.br";"Portaria nº 18181";"11/4/2025 12:00:00 AM";"ATIVA"
"";"";"53.505.959 RICARDO APARECIDO MARTIN BUSSI";"VOOS PANORÂMICOS";"RODOVIA LUIZ DE QUEIROZ S/N - BAIRRO DA LAGOA";"AMERICANA";"SP";"13.479-900";"(11) 98631-0782";"rdbussi@gmail.com";"Portaria nº 18183";"11/4/2025 12:00:00 AM";"ATIVA"
"";"";"CLÁUDIA LETÍCIA GONÇALVES";"AEROAGRÍCOLA";"RUA FLORIANO PEIXOTO, 1080 SALA 1 - CENTRO";"ITÁPOLIS";"SP";"14.900-033";"(13) 99753-1653";"contato@aeroagrodrones.com.br";"Portaria nº 18218";"11/7/2025 12:00:00 AM";"ATIVA"
"";"";"JIREH AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA";"FAZENDA SÃO JOSÉ, S/N, BAIRRO PORTO MATARAZZO";"ITAMBARACÁ";"PR";"86.375-000";"(43) 99977-1617";"aeroagricolajireh2025@gmail.com";"Portaria nº 18240";"11/12/2025 12:00:00 AM";"ATIVA"
"";"";"HAMAR RJ ADMINISTRAÇÃO LTDA";"TÁXI-AÉREO";"AVENIDA DAS AMÉRICAS, 3301, BLOCO 04, SALA 307, BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.631-003";"(21) 96649-7109 / (21) 99783-9054";"hammartaxiaereo@gmail.com";"Portaria nº 18335";"12/1/2025 12:00:00 AM";"ATIVA"
"";"";"VIP AVIATION TAXI AEREO LTDA";"TÁXI-AÉREO";"RUA LIDER, Nº 136, BAIRRO AEROPORTO";"BELO HORIZONTE";"MG";"31.270-480";"(31) 99143-8456";"vipaviation66@gmail.com";"Portaria nº 18447";"12/16/2025 12:00:00 AM";"ATIVA"
"";"";"PROAV - ESCOLA DE AVIAÇÃO CIVIL LTDA";"VOOS PANORÂMICOS";"AVENIDA ALCIDES CAGLIARI, S/N - HANGAR 1, JARDIM AEROPORTO";"BOTUCATU";"SP";"18.606-555";"(14) 99666-4666";"rafaeltieghi@gmail.com";"Portaria nº 18487";"12/22/2025 12:00:00 AM";"ATIVA"
"";"";"ELVIS PULVERIZAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA 07, S/N, QUADRA 16 - LOTE 07 - ESTÂNCIA DO BOSQUE";"SANTO ANTÔNIO DE GOIÁS";"GO";"75.375-000";"(65) 99645-6050";"caioadm81@gmail.com";"Portaria nº 18522";"12/26/2025 12:00:00 AM";"ATIVA"
"";"";"CENTRO NORTE AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA MARTIN COOPER, N.° 531 S, BAIRRO DISTRITO INDUSTRIAL MARCOS FRANCISCO DE MORAES";"NOVA MUTUM";"MT";"78.456-459";"(65) 99620-4012";"samoeljonnes@gmail.com";"Portaria nº 18811";"2/13/2026 12:00:00 AM";"ATIVA"
"";"";"AGROPECUÁRIA LOCKS LTDA";"AEROAGRÍCOLA";"AV. HISTORIADOR RUBENS DE MENDONÇA, N. 2368, SALA 705, ED. TOP TOWER";"CUIABÁ";"MT";"00.000-000";"(65) 3051-6500";" 	qualidade@grupolocks.com.br";"Portaria nº 18806";"2/12/2026 12:00:00 AM";"ATIVA"
"";"";"VTL - PULVERIZAÇÕES AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA CONRADO POCHAPSKI, Nº 84, JARDIM CONRADO";"CAMPO MOURÃO";"PR";"87.308-280";"(44) 99876-5374";"srp.paulo@hotmail.com";"Portaria nº 18812";"2/13/2026 12:00:00 AM";"ATIVA"
"";"";"SAE HELIEHMANN LTDA";"VOOS PANORÂMICOS";"LINHA PRESIDENTE BECKER, SN, INTERIOR";"ITAPIRANGA";"SC";"89.896-000";"(49) 99978-3449";"tecla@inateccontabilidade.com.br";"Portaria nº 18807";"2/13/2026 12:00:00 AM";"ATIVA"
"";"..";"TOMÉ AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA PARÁ, Nº 705, CENTRO";"LUÍS EDUARDO MAGALHÃES";"BA";"47.850-000";"(77) 3628-1174";"moura72@globo.com     ";"PORTARIA Nº 9.320, DE 27 DE SETEMBRO DE 2022";"10/5/2022 12:00:00 AM";"ATIVA"
"";"..";"VOAAR AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RUA EDLI VALENÇA, Nº 1040, PRÉDIO 01, BAIRRO SANTO INÁCIO";"URUGUAIANA";"RS";"97.505-160";"(55) 3413-3266 / (55) 98403-7923";"aeronaves@voaar.com.br  ";"PORTARIA Nº 9.791, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO CENTER BRASIL TÁXI AÉREO LTDA";"TÁXI-AÉREO";"AVENIDA GOVERNADOR JOÃO PONCE DE ARRUDA (LOTE JD AEROPORTO), S/Nº, HANGAR 36, AEROPORTO INTERNACIONAL MARECHAL RONDON, BAIRRO CENTRO-SUL";"VÁRZEA GRANDE";"MT";"78.125-152";"(65) 39253828 / 99614-9375 ";"magnus.block@aerocenterbrasil.com.br";"PORTARIA Nº 9.370, DE 30 DE SETEMBRO DE 2022";"10/5/2022 12:00:00 AM";"ATIVA"
"";"";"SIMAER AEROAGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA DAS JAQUEIRAS, NÚMERO 610, BAIRRO JARDIM JACARANDAS";"SINOP";"MT";"78.557-706";"(66) 99956-3984";"simaeraviacao@gmail.com";"Portaria nº 18038";"10/9/2025 12:00:00 AM";"ATIVA"
"";"";"AEROBANNER PROPAGANDA AÉREA LTDA";"AEROPUBLICIDADE";"ESTRADA DE NOVA CRUZ, S/N, SANTA RITA";"IGARASSU";"PE";"53.620-804";"(21) 98725-9525";"contato@aerobanner.com.br";"Portaria nº 18142";"10/30/2025 12:00:00 AM";"ATIVA"
"";"";"SÃO BENEDITO AVIAÇÃO LTDA";"AEROAGRÍCOLA";"AVENIDA RIO GRANDE DO SUL, N° 886 E, BAIRRO PIONEIRO";"LUCAS DO RIO VERDE";"MT";"78.460-056";"(65) 8405-8555";"fazendasaobeneneditoib@hotmail.com";"Portaria nº 18186";"11/4/2025 12:00:00 AM";"ATIVA"
"";"..";"PRECISÃO AEROAGRÍCOLA LTDA.";"AEROAGRÍCOLA";"   ROD GO 330, KM 06, LOTE 14, CXPST 56-B, BAIRRO ZONA RURAL";"CATALÃO";"GO";"75.701-970";"(64) 3411-7876 / (64) 9984-7142";"precisaoaero@hotmail.com   ";"PORTARIA Nº 10.265, DE 13 DE JANEIRO DE 2023";"1/17/2023 12:00:00 AM";"ATIVA"
"";"";"PRODUZIR AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA 9, Nº 4A, QUADRA 71 LOTE 4 A, PARQUE DA COLINA I";"FORMOSA";"GO";"73.808-032";"(61) 99695-1472";"produziraviacaoagricola@gmail.com";"Portaria nº 18207";"11/6/2025 12:00:00 AM";"ATIVA"
"";"";"PP AEREO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RODOVIA MT 388, NÚMERO SN, BAIRRO ÁREA RURAL DE CÁCERES";"CÁCERES";"MT";"78.219-899";"(65) 99635-1269";"grupopp@hotmail.com";"Portaria nº 18519";"12/26/2025 12:00:00 AM";"ATIVA"
"";"";"THE TÁXI AÉREO LTDA";"TÁXI-AÉREO";"RUA BOM JESUS, Nº 20, QUADRA 04, ITAPERU";"ACAUÃ";"PI";"64.007-843";"(62) 3223-1391";"contato@deltaaero.com.br";"Portaria nº 18799";"2/12/2026 12:00:00 AM";"ATIVA"
"";"";"PCR AVIAÇÃO AGRÍCOLA SPE LTDA";"AEROAGRÍCOLA";"ESTRADA LINHA ALTO JURUENA, RODOVIA BR 364, KM 150, MARGEM ESQUERDA, S/N, FAZENDA LETICIA II";"CAMPOS DE JÚLIO";"MT";"38.319-000";"(65) 3387-1277";"contabilidade@leticiaagro.com.br";"Portaria nº 18808";"2/13/2026 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA SÃO BORJA LTDA.";"AEROAGRÍCOLA";"AV. PRESIDENTE JOÃO GOULART, Nº 660, SALA "B" - BAIRRO RODOVIÁRIA";"SÃO BORJA";"RS";"97.670-000";"TEL: (55) 3431-3746   FAX: (55) 3431-8011";"aeroagricolasb@hotmail.com; erongso@gmail.com; contato@ejraero.com.br";"PORTARIA Nº 7959, DE 06 DE MAIO DE 2022";"5/6/2022 12:00:00 AM";"ATIVA"
"";"";"CDE AVIAÇÃO E TECNOLOGIA LTDA";"AEROAGRÍCOLA";"ESTRADA NOVA ESPERANÇA, KM 06, S/N, CHC AERO PARQUE CDE, ZONA RURAL";"REDENÇÃO";"PA";"68.554-899";"(94) 99188-8110";"aviacao@paulocde.com.br";"Portaria nº 18800";"2/12/2026 12:00:00 AM";"ATIVA"
"";"";"HBR AVIAÇÃO S.A.";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROREPORTAGEM";"AV. DR. MAURO LINDEMBERG MONTEIRO, N.º 979, INDUSTRIAL ANHANGUERA";"OSASCO";"SP";"06.278-010";"(11) 4880-8000";"operacoes@abc.com.br";"Portaria nº 18828";"2/20/2026 12:00:00 AM";"ATIVA"
"";"..";"TERRA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"AVENIDA THEOBALDO CARLOS BURMEISTER, Nº 1130, BAIRRO NOEMIA";"CACHOEIRA DO SUL";"RS";"96.503-201";"(51) 3723-7091";"terra@terraaviacao.com.br; erongso@gmail.com; contato@ejraero.com.br";"PORTARIA Nº 8252, DE 06 DE JUNHO DE 2022";"6/6/2022 12:00:00 AM";"ATIVA"
"";"..";"AERODINÂMICA AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"AVENIDA AMINTAS MACIEL, Nº 444, BAIRRO CENTRO";"ERECHIM";"RS";"99.700-390";"(54) 999064250 / (54) 99923-7261";"contato@aerodinamica.agr.br     ";"PORTARIA Nº 9.142, DE 13 DE SETEMBRO DE 2022";"9/16/2022 12:00:00 AM";"ATIVA"
"";"";"VM AGRO AVIAÇÃO LTDA";"AEROAGRÍCOLA";"AVENIDA DOS BEIJA-FLORES, NÚMERO 371 N, BAIRRO CENTRO, SALA: 08";"NOVA MUTUM";"MT";"7845010";"(66) 99915-2004";"financeiro@vmagro.com.br";"Portaria nº 18210";"11/6/2025 12:00:00 AM";"ATIVA"
"";"";"RIO BLUESKY SERVIÇOS AÉREOS ESPECIALIZADOS LTDA";"AEROCINEMATOGRAFIA, AEROFOTOGRAFIA, AEROREPORTAGEM, VOOS PANORÂMICOS";"AVENIDA AYTON SENNA, Nº 2541, CTR 2016.018, HANGAR 14, RUA D2, BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";"22.775-002";"(21) 99730-5042";"rodrigo@airtech.com.br";"Portaria nº 18524";"12/26/2025 12:00:00 AM";"ATIVA"
"";"";"NAVES TÁXI AÉREO LTDA";"TÁXI-AÉREO";"AV. DOS VINHEDOS, Nº 70, SALA 517, SALA 06, KARAIBA";"UBERLÂNDIA";"MG";"38.411-217";"(34) 3255-7440";"inaves@iduna.group";"Portaria nº 18860";"2/25/2026 12:00:00 AM";"ATIVA"
"";"";"AIRPLANE TÁXI AÉREO LTDA";"TÁXI-AÉREO";"RUA FREI GASPAR, 270, FLORESTA";"SANTARÉM";"PA";"68.025-630";"(94) 99230-0230";"contato@voeairplane.com.br";"Portaria nº 18859";"2/25/2026 12:00:00 AM";"ATIVA"
"";"";"E MARIANO CHAGAS AERO AGRÍCOLA";"AEROAGRÍCOLA";"RUA IPE, Nº 12, BAIRRO LOTEAMENTO RESIDENCIAL IPE, LOTE 27, QUADRA 07";"MARIANÓPOLIS DO TOCANTINS";"TO";"77.675-000";" 	(66) 99637-5857 ";"aeroagricola.mariano@hotmail.com";"Portaria nº 18937";"3/12/2026 12:00:00 AM";"ATIVA"
"";"";"SUNSET VOOS PANORÂMICOS LTDA";"VOOS PANORÂMICOS";"AVENIDA OTAVIO MARTINS CHAVES, S/N, ZONA RURAL";"CRUZ";"CE";"62.595-000";"(51) 99525-1314";"diretoria@frisonfly.com.br";"Portaria nº 18916";"3/10/2026 12:00:00 AM";"ATIVA"
"";"";"WS AERO SERVICES LTDA";"AEROPUBLICIDADE, VOOS PANORÂMICOS";"AV. MENINO MARCELO, Nº 9350, SALA 815; COND EMP HUMBERTO LOBO; QDR 0761; LT 1625";"MACEIÓ";"AL";"7046000";"(82) 99812-1990 ";"contato@aerozoom.com.br";"Portaria nº 18970";"3/17/2026 12:00:00 AM";"ATIVA"
"";"";"PARAGOMINAS BARBOSA AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA JUVENAL AVELINO, 403, QUADRA: 27; LOTE: 01, JARDIM AMERICA";"PARAGOMINAS";"PA";"68.625-970";"(99) 99105-7473";"areovaldodecarvalho@hotmail.com";"Portaria nº 18685";"1/23/2026 12:00:00 AM";"ATIVA"
"";"";"APLIQUE TECNOLOGIA EM APLICAÇÃO LTDA";"AEROAGRÍCOLA";"RUA TAMBORIL, Nº 247, SALA 03, LOTEAMENTO ELIAS ROVARIS";"SORRISO";"MT";"78.895-683";"(66) 3907-7800";"administrativo@apliquemt.com.br ";"Portaria nº 18686";"1/23/2026 12:00:00 AM";"ATIVA"
"";"";"BANALVES AVIAÇÃO AGRÍCOLA LTDA";"AEROAGRÍCOLA";"RUA HILMAR PEDRINHO VILVERT, Nº 321, CAIXA POSTAL 38 - RIO NOVO";"LUIZ ALVES";"SC";"89.128-000";"(54) 9923-7261";"contato@aerodinamica.com.br";"Portaria nº 18691";"1/26/2026 12:00:00 AM";"ATIVA"
"";"";"MM TÁXI AÉREO LTDA";"TÁXI-AÉREO";"AV CARDOSO DE SA, 860 - LOTE VILA DOS INGAS C EMP SERGIO CABRAL ANDAR 2 LOJA 25";"PETROLINA";"PE";"56.302-110";"(87) 9940-5050";"mathias.a.eliza@gmail.com";"Portaria nº 19003";"3/24/2026 12:00:00 AM";"ATIVA"
"";"..";"FLY AND FUN TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AV. BARÃO HOMEM DE MELO, Nº 2222, SALA 502, BAIRRO ESTORIL";"BELO HORIZONTE";"MG";"30.494-080";"(31) 3786 2884";"contato@rbftaxiaereo.com.br";"PORTARIA Nº 9426, DE 05 DE OUTUBRO DE 2022";"10/10/2022 12:00:00 AM";"ATIVA"
"";"";"ONEJETS TÁXI AÉREO LTDA";"TÁXI-AÉREO";"RUA JOSÉ TOTORA, 1.525 - SALA 1 - CENTRAL PARQUE";"SOROCABA";"SP";"18.051-005";"(15) 99834-1834";"fernando@jetconsulting.com.br";"Portaria nº 19004";"3/24/2026 12:00:00 AM";"ATIVA"
"";"..";"REDEX AEROAGRÍCOLA LTDA.";"AEROAGRÍCOLA";"AV CUIABÁ, 322, SETOR A";"QUERÊNCIA";"MT";"78.643-000";"(62) 35953989 / (62) 992113578";"aerocont@hotmail.com";"PORTARIA Nº 9.037, DE 2 DE SETEMBRO DE 2022";"9/13/2022 12:00:00 AM";"ATIVA"
"";"";"AGRO DLA LTDA";"AEROAGRÍCOLA";"RUA CELSO JOAQUIM DE BARROS, Nº 03, CENTRO";"FÁTIMA DO SUL";"MS";"79.700-000";"(67) 9986-9914";"financeiro@agrodla.com";"Portaria nº 19016";"3/25/2026 12:00:00 AM";"ATIVA"
"";"";"AERO AGRÍCOLA REALEZA LTDA";"AEROAGRÍCOLA";"RODOVIA BR 364, S/N, SALA 01, KM 17, LOTE 18.3, ÁREA RURAL DE PORTO VELHO";"PORTO VELHO";"RO";"76.834-899";"(65) 99617-5803";"aeroagricolarealeza275@gmail.com";"Portaria nº 19029";"3/27/2026 12:00:00 AM";"ATIVA"
"";"..";"AWAER AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA BR 070 - KM 378 - AEROPORTO";"CAMPO VERDE";"MT";"78.840-000";"(66) 3419-1665 / 1667";"awaer@terra.com.br";"PORTARIA Nº 9.944, DE 5 DE DEZEMBRO DE 2022";"12/9/2022 12:00:00 AM";"ATIVA"
"";"..";"AERONORPA - AERO AGRÍCOLA NORTE PARANÁ LTDA.";"AEROAGRÍCOLA";"RUA BARÃO DO RIO BRANCO, 880, CENTRO";"SERTANEJA";"PR";"86.340-000";"(43) 3562-1756";"aeronorpa@hotmail.com";"Portaria nº 7.771, de 11.04.2022";"4/11/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA IBIRAPUITÃ LTDA.";"AEROAGRÍCOLA";"PRAÇA DOUTOR ALEXANDRE LISBOA, 96 - CENTRO";"ALEGRETE";"RS";"97.541-140";"(51) 99148 3366";"aaibirapuita@gmail.com";"PORTARIA Nº 8396, DE 23 DE JUNHO DE 2022";"6/23/2022 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA CORDILHEIRA LTDA.";"AEROAGRÍCOLA";" RUA SETE DE SETEMBRO, Nº 2708, CENTRO";"ROSÁRIO DO SUL";"RS";"97.590-000";"erongso@gmail.com; contato@ejraero.com.br";"erongso@gmail.com; contato@ejraero.com.br";"PORTARIA Nº 7.472";"3/8/2022 12:00:00 AM";"ATIVA"
"";"..";"ART TÁXI AÉREO LTDA.";"AEROMÉDICO, TÁXI-AÉREO";"RODOVIA TRANSAMAZÔNICA, S/N, KM 04 HANGAR Nº 07, BAIRRO JARDIM AEROPORTO";"ITAITUBA";"PA";"68.181-000";"(93) 3518-5669";"artetaxiaereo@hotmail.com";"PORTARIA Nº 9.788, DE 21 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"";"FLY COMPANY CENTRO DE AVIAÇÃO CIVIL LTDA";"VOOS PANORÂMICOS";"  RUA 15 DE NOVEMBRO, N°1010, CENTRO";"CAMPO GRANDE";"MS";"79.002-141";"(67) 3321-2301 / (67) 99950-2301";"flycompany@flycompany.com.br   ";"PORTARIA Nº 15.661, DE 14 DE OUTUBRO DE 2024";"10/17/2024 12:00:00 AM";"ATIVA"
"";"..";"WEST WINGS ESCOLA DE AVIAÇÃO LTDA";"SERVIÇOS AÉREOS ESPECIALIZADOS - OUTROS";"ESTRADA MUNICIPAL ITELO WEBBER, S/N, LOTE N°19 - SANTOS DUMONT, AEROPORTO MUNICIPAL DE CASCAVEL";"CASCAVEL";"PR";"85.804-810";".";"secretariawestwings@gmail.com";"DECISÃO Nº 500";"12/22/2021 12:00:00 AM";"ATIVA"
"";"..";"STILUS TÁXI AÉREO LTDA.";"TÁXI-AÉREO";"AV. SENADOR LEMOS 4700 - AEROPORTO JULIO CESAR - SACRAMENTA";"BELÉM";"PA";"66.120-080";"(91) 3254-5151";"stilustaxiaereo@hotmail.com";"PORTARIA Nº 13.630, DE 18 DE JANEIRO DE 2024";"1/23/2024 12:00:00 AM";"ATIVA"
"";"..";"AERO AGRÍCOLA SANTOS DOMONGE LTDA";"AEROAGRÍCOLA";"BR 153, KM 563, S/Nº";"ACEGUÁ";"RS";"96.445-000";"(53) 32422973 / (53) 999267774";"lojaestrelabage@hotmail.com; erongso@gmail.com";"PORTARIA Nº 9.641, DE 31 DE OUTUBRO DE 2022";"11/7/2022 12:00:00 AM";"ATIVA"
"";"..";"PIQUIATUBA TÁXI AÉREO LTDA.";"AEROMÉDICO, TÁXI-AÉREO";" RODOVIA SANTARÉM/CUIABÁ, S/Nº, KM 13, INTERIOR, AERÓDROMO PIQUIATUBA";"SANTARÉM";"PA";"68.005-560";" (93) 3522-4030";"operacoes@piquiatuba.com.br     ";"PORTARIA Nº 9.824, DE 22 DE NOVEMBRO DE 2022";"11/23/2022 12:00:00 AM";"ATIVA"
"";"..";"CEAL AVIAÇÃO AGRÍCOLA LTDA.";"AEROAGRÍCOLA";"RODOVIA PR 182, KM 04";"PALOTINA";"PR";"85.950-000";"(44) 3649-2614";"cealavag@hotmail.com  ";"PORTARIA Nº 9445, DE 06 DE OUTUBRO DE 2022";"10/10/2022 12:00:00 AM";"ATIVA"
